@RELATION BIC.txt
@ATTRIBUTE 0 NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE 11 NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE 13 NUMERIC
@ATTRIBUTE 14 NUMERIC
@ATTRIBUTE 15 NUMERIC
@ATTRIBUTE 16 NUMERIC
@ATTRIBUTE 17 NUMERIC
@ATTRIBUTE 18 NUMERIC
@ATTRIBUTE 19 NUMERIC
@ATTRIBUTE 20 NUMERIC
@ATTRIBUTE 21 NUMERIC
@ATTRIBUTE 22 NUMERIC
@ATTRIBUTE 23 NUMERIC
@ATTRIBUTE 24 NUMERIC
@ATTRIBUTE 25 NUMERIC
@ATTRIBUTE 26 NUMERIC
@ATTRIBUTE 27 NUMERIC
@ATTRIBUTE 28 NUMERIC
@ATTRIBUTE 29 NUMERIC
@ATTRIBUTE 30 NUMERIC
@ATTRIBUTE 31 NUMERIC
@ATTRIBUTE 32 NUMERIC
@ATTRIBUTE 33 NUMERIC
@ATTRIBUTE 34 NUMERIC
@ATTRIBUTE 35 NUMERIC
@ATTRIBUTE 36 NUMERIC
@ATTRIBUTE 37 NUMERIC
@ATTRIBUTE 38 NUMERIC
@ATTRIBUTE 39 NUMERIC
@ATTRIBUTE 40 NUMERIC
@ATTRIBUTE 41 NUMERIC
@ATTRIBUTE 42 NUMERIC
@ATTRIBUTE 43 NUMERIC
@ATTRIBUTE 44 NUMERIC
@ATTRIBUTE 45 NUMERIC
@ATTRIBUTE 46 NUMERIC
@ATTRIBUTE 47 NUMERIC
@ATTRIBUTE 48 NUMERIC
@ATTRIBUTE 49 NUMERIC
@ATTRIBUTE 50 NUMERIC
@ATTRIBUTE 51 NUMERIC
@ATTRIBUTE 52 NUMERIC
@ATTRIBUTE 53 NUMERIC
@ATTRIBUTE 54 NUMERIC
@ATTRIBUTE 55 NUMERIC
@ATTRIBUTE 56 NUMERIC
@ATTRIBUTE 57 NUMERIC
@ATTRIBUTE 58 NUMERIC
@ATTRIBUTE 59 NUMERIC
@ATTRIBUTE 60 NUMERIC
@ATTRIBUTE 61 NUMERIC
@ATTRIBUTE 62 NUMERIC
@ATTRIBUTE 63 NUMERIC
@ATTRIBUTE 64 NUMERIC
@ATTRIBUTE 65 NUMERIC
@ATTRIBUTE 66 NUMERIC
@ATTRIBUTE 67 NUMERIC
@ATTRIBUTE 68 NUMERIC
@ATTRIBUTE 69 NUMERIC
@ATTRIBUTE 70 NUMERIC
@ATTRIBUTE 71 NUMERIC
@ATTRIBUTE 72 NUMERIC
@ATTRIBUTE 73 NUMERIC
@ATTRIBUTE 74 NUMERIC
@ATTRIBUTE 75 NUMERIC
@ATTRIBUTE 76 NUMERIC
@ATTRIBUTE 77 NUMERIC
@ATTRIBUTE 78 NUMERIC
@ATTRIBUTE 79 NUMERIC
@ATTRIBUTE 80 NUMERIC
@ATTRIBUTE 81 NUMERIC
@ATTRIBUTE 82 NUMERIC
@ATTRIBUTE 83 NUMERIC
@ATTRIBUTE 84 NUMERIC
@ATTRIBUTE 85 NUMERIC
@ATTRIBUTE 86 NUMERIC
@ATTRIBUTE 87 NUMERIC
@ATTRIBUTE 88 NUMERIC
@ATTRIBUTE 89 NUMERIC
@ATTRIBUTE 90 NUMERIC
@ATTRIBUTE 91 NUMERIC
@ATTRIBUTE 92 NUMERIC
@ATTRIBUTE 93 NUMERIC
@ATTRIBUTE 94 NUMERIC
@ATTRIBUTE 95 NUMERIC
@ATTRIBUTE 96 NUMERIC
@ATTRIBUTE 97 NUMERIC
@ATTRIBUTE 98 NUMERIC
@ATTRIBUTE 99 NUMERIC
@ATTRIBUTE 100 NUMERIC
@ATTRIBUTE 101 NUMERIC
@ATTRIBUTE 102 NUMERIC
@ATTRIBUTE 103 NUMERIC
@ATTRIBUTE 104 NUMERIC
@ATTRIBUTE 105 NUMERIC
@ATTRIBUTE 106 NUMERIC
@ATTRIBUTE 107 NUMERIC
@ATTRIBUTE 108 NUMERIC
@ATTRIBUTE 109 NUMERIC
@ATTRIBUTE 110 NUMERIC
@ATTRIBUTE 111 NUMERIC
@ATTRIBUTE 112 NUMERIC
@ATTRIBUTE 113 NUMERIC
@ATTRIBUTE 114 NUMERIC
@ATTRIBUTE 115 NUMERIC
@ATTRIBUTE 116 NUMERIC
@ATTRIBUTE 117 NUMERIC
@ATTRIBUTE 118 NUMERIC
@ATTRIBUTE 119 NUMERIC
@ATTRIBUTE 120 NUMERIC
@ATTRIBUTE 121 NUMERIC
@ATTRIBUTE 122 NUMERIC
@ATTRIBUTE 123 NUMERIC
@ATTRIBUTE 124 NUMERIC
@ATTRIBUTE 125 NUMERIC
@ATTRIBUTE 126 NUMERIC
@ATTRIBUTE 127 NUMERIC
@ATTRIBUTE class {2,1,9,0,6,5,4,3,8,7,10,11}
@DATA
88376,78841,3434,0,0,4619,6422,0,0,0,0,0,0,0,0,0,0,131,16,0,0,10922,138560,0,0,0,4273,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5282,9607,3800,0,0,7033,8241,0,0,0,0,0,0,0,0,0,0,875,151,0,0,5845,10775,0,0,0,3859,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98428,72961,40656,0,0,1589,11494,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8035,87899,29,0,0,420,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5234,7614,4982,0,0,3504,6534,0,0,0,0,0,0,0,0,0,0,206,0,0,0,4319,6386,172,0,0,1040,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58501,87236,11401,0,0,678,2152,0,0,0,0,0,0,0,0,0,0,35,0,0,0,6750,109408,0,0,0,5277,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4819,8002,4141,0,0,2815,4154,0,0,0,0,0,0,0,0,0,0,590,66,0,0,3894,6089,0,0,0,2890,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70780,61607,5950,0,0,522,1940,0,0,0,0,0,0,0,0,0,0,98,7,0,0,10462,117933,0,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5316,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920,5788,2918,0,0,2267,3796,0,0,0,0,0,0,0,0,0,0,440,133,0,0,4163,7480,1,0,0,3326,54,0,0,0,0,0,0,0,0,0,0,61,0,0,0,3661,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113867,75056,4947,0,0,1568,15448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16607,156379,0,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7046,11253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5723,6916,3326,0,0,4596,6972,0,0,0,0,0,0,0,0,0,0,78,0,0,0,5378,9099,13,0,0,3491,123,0,0,0,0,0,0,0,0,0,0,82,0,0,0,4193,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106079,85912,6788,0,0,693,3792,0,0,0,0,0,0,0,0,0,0,163,0,0,0,8576,131053,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,8297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5493,6875,3639,0,0,2033,4470,0,0,0,0,0,0,0,0,0,0,551,21,0,0,4160,7202,5,0,0,2433,39,0,0,0,0,0,0,0,0,0,0,119,0,0,0,3806,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90320,243,1,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88060,0,0,0,2428,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27451,60783,0,0,0,45037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9473,5377,962,61,0,0,275,347,0,0,0,0,0,0,0,0,0,0,7,1,0,0,940,7672,5,0,0,5412,184,0,0,0,0,0,0,0,0,0,0,58,0,0,0,7277,8589,0,0,0,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,1
90223,400,17,0,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72047,0,0,0,4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28385,59047,0,0,0,69053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22164,5365,993,76,0,0,430,141,0,0,0,0,0,0,0,0,0,0,9,34,0,0,945,8143,0,0,0,5811,9,0,0,0,0,0,0,0,0,0,0,94,3,0,0,8497,7789,0,0,0,5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3411,1
85663,4792,19,0,0,395,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,406,81405,0,0,0,9478,8,0,0,0,0,0,0,0,0,0,0,107,0,0,0,44796,62045,0,0,0,43738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,5589,2508,147,0,0,1863,483,0,0,0,0,0,0,0,0,0,0,83,25,0,0,2392,9529,3,0,0,5726,125,0,0,0,0,0,0,0,0,0,0,559,10,0,0,9639,8626,0,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,1
65781,201,839,0,0,48,1000,0,0,0,0,0,0,0,0,0,0,2,2,0,0,833,140074,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35818,40418,0,0,0,13883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,4886,1460,1032,0,0,520,2079,0,0,0,0,0,0,0,0,0,0,111,67,0,0,2296,9615,7,0,0,3661,30,0,0,0,0,0,0,0,0,0,0,91,2,0,0,5178,5274,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1
62688,3168,942,0,0,354,2404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,59465,0,0,0,4595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19611,34313,0,0,0,71681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4931,4588,3508,1878,0,0,1595,3583,0,0,0,0,0,0,0,0,0,0,96,100,0,0,1506,8742,13,0,0,4182,49,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4695,4928,0,0,0,2892,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,978,1
62042,824,19,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69569,0,0,0,6013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21953,59318,0,0,0,41313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15497,4643,981,142,0,0,229,122,0,0,0,0,0,0,0,0,0,0,38,44,0,0,802,6868,3,0,0,5790,61,0,0,0,0,0,0,0,0,0,0,88,1,0,0,7350,7413,0,0,0,5373,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2642,1
60742,1673,76,0,0,25,181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,66574,0,0,0,4528,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26731,37242,0,0,0,56922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8039,4590,1753,462,0,0,501,535,0,0,0,0,0,0,0,0,0,0,54,58,0,0,1122,6968,1,0,0,4633,125,0,0,0,0,0,0,0,0,0,0,90,6,0,0,6602,7139,0,0,0,4914,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2679,1
80327,711,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,76264,0,0,0,5210,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10859,37447,0,0,0,53404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19172,5150,998,65,0,2,346,180,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1045,7485,1,0,1,5817,227,0,0,0,0,0,0,0,0,0,0,18,2,0,0,6762,8005,0,0,2,5808,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3621,1
76440,552,50,0,0,21,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55210,0,0,0,3467,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,48135,42591,0,0,0,59939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,5134,1004,120,0,0,350,304,0,0,0,0,0,0,0,0,0,0,8,2,0,0,919,7016,3,0,0,4705,11,0,0,0,0,0,0,0,0,0,0,222,5,0,0,8130,8030,0,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,1
65372,2753,151,0,0,53,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,63182,0,0,0,4534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22379,47842,0,0,0,62373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,4641,1790,415,0,0,734,607,0,0,0,0,0,0,0,0,0,0,61,43,0,0,1855,8255,4,0,0,5034,21,0,0,0,0,0,0,0,0,0,0,81,1,0,0,6585,6081,0,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1
66995,15,0,0,0,87,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,58520,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,39572,52514,0,0,0,53884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20861,4893,525,8,0,1,355,75,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1412,7528,3,0,0,3554,1,0,0,0,0,0,0,0,0,0,0,453,1,0,0,9060,8257,0,0,0,5800,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3187,1
