@RELATION D6_BIC.txt
@ATTRIBUTE 0 NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE 11 NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE 13 NUMERIC
@ATTRIBUTE 14 NUMERIC
@ATTRIBUTE 15 NUMERIC
@ATTRIBUTE 16 NUMERIC
@ATTRIBUTE 17 NUMERIC
@ATTRIBUTE 18 NUMERIC
@ATTRIBUTE 19 NUMERIC
@ATTRIBUTE 20 NUMERIC
@ATTRIBUTE 21 NUMERIC
@ATTRIBUTE 22 NUMERIC
@ATTRIBUTE 23 NUMERIC
@ATTRIBUTE 24 NUMERIC
@ATTRIBUTE 25 NUMERIC
@ATTRIBUTE 26 NUMERIC
@ATTRIBUTE 27 NUMERIC
@ATTRIBUTE 28 NUMERIC
@ATTRIBUTE 29 NUMERIC
@ATTRIBUTE 30 NUMERIC
@ATTRIBUTE 31 NUMERIC
@ATTRIBUTE 32 NUMERIC
@ATTRIBUTE 33 NUMERIC
@ATTRIBUTE 34 NUMERIC
@ATTRIBUTE 35 NUMERIC
@ATTRIBUTE 36 NUMERIC
@ATTRIBUTE 37 NUMERIC
@ATTRIBUTE 38 NUMERIC
@ATTRIBUTE 39 NUMERIC
@ATTRIBUTE 40 NUMERIC
@ATTRIBUTE 41 NUMERIC
@ATTRIBUTE 42 NUMERIC
@ATTRIBUTE 43 NUMERIC
@ATTRIBUTE 44 NUMERIC
@ATTRIBUTE 45 NUMERIC
@ATTRIBUTE 46 NUMERIC
@ATTRIBUTE 47 NUMERIC
@ATTRIBUTE 48 NUMERIC
@ATTRIBUTE 49 NUMERIC
@ATTRIBUTE 50 NUMERIC
@ATTRIBUTE 51 NUMERIC
@ATTRIBUTE 52 NUMERIC
@ATTRIBUTE 53 NUMERIC
@ATTRIBUTE 54 NUMERIC
@ATTRIBUTE 55 NUMERIC
@ATTRIBUTE 56 NUMERIC
@ATTRIBUTE 57 NUMERIC
@ATTRIBUTE 58 NUMERIC
@ATTRIBUTE 59 NUMERIC
@ATTRIBUTE 60 NUMERIC
@ATTRIBUTE 61 NUMERIC
@ATTRIBUTE 62 NUMERIC
@ATTRIBUTE 63 NUMERIC
@ATTRIBUTE 64 NUMERIC
@ATTRIBUTE 65 NUMERIC
@ATTRIBUTE 66 NUMERIC
@ATTRIBUTE 67 NUMERIC
@ATTRIBUTE 68 NUMERIC
@ATTRIBUTE 69 NUMERIC
@ATTRIBUTE 70 NUMERIC
@ATTRIBUTE 71 NUMERIC
@ATTRIBUTE 72 NUMERIC
@ATTRIBUTE 73 NUMERIC
@ATTRIBUTE 74 NUMERIC
@ATTRIBUTE 75 NUMERIC
@ATTRIBUTE 76 NUMERIC
@ATTRIBUTE 77 NUMERIC
@ATTRIBUTE 78 NUMERIC
@ATTRIBUTE 79 NUMERIC
@ATTRIBUTE 80 NUMERIC
@ATTRIBUTE 81 NUMERIC
@ATTRIBUTE 82 NUMERIC
@ATTRIBUTE 83 NUMERIC
@ATTRIBUTE 84 NUMERIC
@ATTRIBUTE 85 NUMERIC
@ATTRIBUTE 86 NUMERIC
@ATTRIBUTE 87 NUMERIC
@ATTRIBUTE 88 NUMERIC
@ATTRIBUTE 89 NUMERIC
@ATTRIBUTE 90 NUMERIC
@ATTRIBUTE 91 NUMERIC
@ATTRIBUTE 92 NUMERIC
@ATTRIBUTE 93 NUMERIC
@ATTRIBUTE 94 NUMERIC
@ATTRIBUTE 95 NUMERIC
@ATTRIBUTE 96 NUMERIC
@ATTRIBUTE 97 NUMERIC
@ATTRIBUTE 98 NUMERIC
@ATTRIBUTE 99 NUMERIC
@ATTRIBUTE 100 NUMERIC
@ATTRIBUTE 101 NUMERIC
@ATTRIBUTE 102 NUMERIC
@ATTRIBUTE 103 NUMERIC
@ATTRIBUTE 104 NUMERIC
@ATTRIBUTE 105 NUMERIC
@ATTRIBUTE 106 NUMERIC
@ATTRIBUTE 107 NUMERIC
@ATTRIBUTE 108 NUMERIC
@ATTRIBUTE 109 NUMERIC
@ATTRIBUTE 110 NUMERIC
@ATTRIBUTE 111 NUMERIC
@ATTRIBUTE 112 NUMERIC
@ATTRIBUTE 113 NUMERIC
@ATTRIBUTE 114 NUMERIC
@ATTRIBUTE 115 NUMERIC
@ATTRIBUTE 116 NUMERIC
@ATTRIBUTE 117 NUMERIC
@ATTRIBUTE 118 NUMERIC
@ATTRIBUTE 119 NUMERIC
@ATTRIBUTE 120 NUMERIC
@ATTRIBUTE 121 NUMERIC
@ATTRIBUTE 122 NUMERIC
@ATTRIBUTE 123 NUMERIC
@ATTRIBUTE 124 NUMERIC
@ATTRIBUTE 125 NUMERIC
@ATTRIBUTE 126 NUMERIC
@ATTRIBUTE 127 NUMERIC
@ATTRIBUTE class {0,1,2,3,4,5,6,7,8,9}
@DATA
35852,2754,23331,8861,0,0,27,177,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3058,51677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,3648,7169,7694,0,101,1900,4665,0,0,0,0,0,0,0,0,0,105,317,135,0,401,3359,7112,0,0,5,854,0,0,0,0,0,0,0,0,0,0,7,311,0,0,1,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36984,3251,20429,6347,0,0,153,716,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1921,42899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374,3865,9212,6668,0,54,5732,11609,0,0,0,0,0,0,0,0,0,26,242,214,0,140,3467,14400,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37332,7252,26817,768,0,0,51,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185,47398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467,4920,11318,3525,0,171,5857,6810,0,0,0,0,0,0,0,0,0,239,656,280,0,327,5253,12440,0,0,3,1257,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43079,4905,36683,13282,0,0,38,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610,4319,9259,7318,0,86,2352,5713,0,0,0,0,0,0,0,0,0,81,327,68,0,127,2964,9904,0,0,0,1496,0,0,0,0,0,0,0,0,0,0,4,416,0,0,1,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30393,2875,20828,3983,0,0,33,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4161,40460,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178,3116,6024,4205,0,58,2512,2908,0,0,0,0,0,0,0,0,0,69,301,148,0,184,4461,8640,0,0,0,2212,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29221,2398,15672,248,0,0,183,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828,54701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175,3393,7270,2737,0,32,5097,7018,0,0,0,0,0,0,0,0,0,34,358,177,0,36,4490,11372,0,0,2,774,0,0,0,0,0,0,0,0,0,0,0,273,0,0,1,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49582,4018,16608,3130,0,0,179,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7153,56310,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3684,3954,9198,5090,0,109,5406,5533,0,0,0,0,0,0,0,0,0,90,351,107,0,150,5548,11107,0,0,0,2318,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42366,3576,13434,2092,0,0,157,339,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8073,53090,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501,3660,8062,4169,0,65,5426,6122,0,0,0,0,0,0,0,0,0,100,410,112,0,282,7529,12124,0,0,4,2367,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34916,4426,32067,9049,0,0,61,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2654,49333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387,3489,5708,4456,0,58,1515,2255,0,0,0,0,0,0,0,0,0,84,156,60,0,482,2782,7735,0,0,2,1604,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32412,3592,33162,8767,0,0,29,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514,51698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3397,3443,5983,5233,0,6,1323,3284,0,0,0,0,0,0,0,0,0,21,181,79,0,26,2219,8591,0,0,5,1698,0,0,0,0,0,0,0,0,0,0,2,527,0,0,2,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39716,3390,29610,8763,0,0,374,732,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3701,44767,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549,3131,5728,4854,0,103,2806,4813,0,0,0,0,0,0,0,0,0,120,142,18,0,581,3470,7744,0,0,0,2039,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56583,2102,25391,8861,0,0,149,704,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4315,54029,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826,2975,5899,5193,0,25,2397,6484,0,0,0,0,0,0,0,0,0,33,101,49,0,192,3659,11012,0,0,1,3584,0,0,0,0,0,0,0,0,0,0,1,464,0,0,0,5846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,5363,27093,9138,0,0,170,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509,55118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,4065,8066,6237,0,73,3365,7088,0,0,0,0,0,0,0,0,0,85,249,91,0,142,3668,8962,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44765,3828,23330,2896,0,0,210,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4658,53302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,3842,8909,5254,0,15,4757,8030,0,0,0,0,0,0,0,0,0,33,270,80,0,25,4848,13387,0,0,0,2293,0,0,0,0,0,0,0,0,0,0,3,754,0,0,2,3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44710,4884,37052,20830,0,0,4,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3416,4024,6914,8796,0,8,448,4891,0,0,0,0,0,0,0,0,0,8,59,120,0,13,360,5692,0,0,5,672,0,0,0,0,0,0,0,0,0,0,1,503,0,0,1,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31653,6078,36016,12528,0,0,6,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3157,3368,6889,6846,0,5,681,4083,0,0,0,0,0,0,0,0,0,17,100,136,0,8,704,7234,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39834,3387,28057,7405,0,0,14,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994,48111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431,3524,6743,5615,0,108,1514,3851,0,0,0,0,0,0,0,0,0,116,225,139,0,486,3092,9039,0,0,1,1686,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34641,3606,23992,9156,0,0,33,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,42326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368,3822,10446,7609,0,39,4213,8769,0,0,0,0,0,0,0,0,0,41,403,302,0,43,3285,12324,0,0,7,938,0,0,0,0,0,0,0,0,0,0,2,399,0,0,2,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54632,4499,32632,8282,0,0,51,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,53265,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,4206,6771,6177,0,104,1612,3606,0,0,0,0,0,0,0,0,0,152,213,144,0,438,3220,9451,0,0,2,2351,0,0,0,0,0,0,0,0,0,1,4,733,0,0,3,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46144,5712,32121,9862,0,0,86,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,40987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,4817,11145,9385,0,27,3262,8734,0,0,0,0,0,0,0,0,0,34,159,187,0,21,2749,9925,0,0,2,1429,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,3188,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52877,2670,17332,2389,0,0,180,156,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12217,59138,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,3660,5968,5059,0,321,3871,5368,0,0,0,0,0,0,0,0,0,354,313,104,0,939,7459,11117,0,0,6,1793,0,0,0,0,0,0,0,0,0,0,2,524,0,0,3,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36507,4366,9278,8,0,0,202,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12314,64383,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,3690,6765,322,0,148,6806,1256,0,0,0,0,0,0,0,0,0,151,542,32,0,329,10565,9656,0,0,1,1573,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
